customer_tweet_id,customer_message,brand_reply,expected_intent,expected_escalation,label_notes
195365,I haven't had @ChipotleTweets in 3 whole days.. I'm having withdrawls. I'll be waiting outside til you open tomorrow 😥,@160765 I'm right there with you. I hope you get it today! -Tay,complaint_feedback,no,Customer is expressing positive interest and feedback about Chipotle.
1295623,"@AirAsiaSupport @422847 How do I get reply from Air Asia Support? I have tried email, Facebook and phone (no answer), etc, no one attend to my urgent question. I have made payment yet the system still show ""pending for payment"". Please attend to my message urgently.","@422848 Hi There,we already respond back to you and booking is confirmed and itinerary already send to __email__",billing_payment,yes,Customer made a payment but the booking still shows payment as pending.
2704074,"Yo @Ask_Spectrum, internet has been down in 12148 all day! Is there a known issue and an estimated fix?","@759484 Hello! Thanks for reaching out to us here, I would be happy to help and check on this for us. Would you be able to send us a DM please with the address and phone number of the account? - AV",billing_payment,yes,Customer made a payment but the booking still shows payment as pending.
2637964,Hey @AlaskaAir I arrived in Nashville but my bags didn't! Thanks for having the staff to try and resolve this issue. If this has been the 1800's all hope would be lost! #ThanksGodForBarcodes,"@744528 Sorry for the delayed baggage, Melissa. But I'm glad our team is assisting in tracking it down for ya! :) -Sara",delivery_shipping,yes,Customer arrived at the destination but their baggage did not arrive and needs to be tracked.
657034,"@GWRHelp On this one, yes. Was planning to change for the 2224 bus to Swindon","@276373 Thanks for confirming Daniel. I'm afraid the 2224 bus service won't be held, there will be a 2335 bus replacement service. Rach",delivery_shipping,no,Customer is discussing a replacement bus service and changing their travel plans.
387920,@117164 not a happy camper at the moment at the Holiday Inn Time Square. Pls contact me for reason,@207818 2/2 details of the issues you encountered. Thank you ^lp,complaint_feedback,yes,Customer is unhappy with their hotel stay and wants to report the issues to customer support.
890137,@JetBlue Why there’s no detail on your new boarding process? Is it a #secret? Even @126402 who start the article left us in the dark 😢,@212306 @126402 Please visit this link https://t.co/twOMldpWf3 for our FAQs regarding our new boarding process.,information_request,no,Customer is asking for information about the airline's new boarding process.
1016403,"@AmazonHelp .@115830 poor CS. Updating status of a non delivered order for yesterday from ""Arriving today by 8PM"" to ""Now expected 22 Oct - 24 Oct"".",@360481 My apologies Elyzabeth. Please let us know if it's not received by the revised delivery estimate. ^DC,delivery_shipping,yes,Customer is complaining that a non-delivered order has been delayed and the delivery estimate was pushed back.
1942623,I’m sure every airline is the same way but @AmericanAir y’all are ridiculous for this one,"@577622 If your flight was cancelled by us, regardless of the reason, and you didn't take a flight, then we will refund it. Please DM your locator.",refund_cancellation,yes,Customer is unhappy about a cancelled flight and the airline offers a refund.
1721073,Not sure why @SouthwestAir told us the boarding delay was due to someone vomiting on the plane 😖. I hope I don't pick that row 🙏🏾.,@520861 Oh no! Our apologies. We'll ensure it's cleaned up and ready for you. Thanks for your patience. ^LJ,complaint_feedback,no,Customer is complaining about a boarding delay caused by an incident on the plane.
951259,@116062 sent my babies a onesie... but I have twins 😂 #TargetRun https://t.co/cfyVYgUoch,"@345653 Congratulations! Yes, we can ship you another bodysuit. Please message us so we can help you further.",delivery_shipping,no,Customer received a onesie and is being offered another bodysuit to be shipped.
2479764,"@marksandspencer hi, I want to find out up to which point I can cancel an order for a sofa please",@708662 All the information you need can be found here https://t.co/dvzr9mHeZJ,refund_cancellation,no,Customer is asking about the deadline for cancelling a sofa order.
2330788,@GreggsOfficial fancy opening your bakery in Aston at 7 am as is displayed?,@674768 Is this our Aston Street shop in Birmingham Harry?,information_request,no,Customer is asking whether the bakery opens at 7 AM as displayed.
1498127,Y'all ain't shit!!! @115714,@467841 This is really concerning to us and we would love to help. Can you please let us know your issues and concerns? KB,complaint_feedback,no,Customer is expressing dissatisfaction but does not provide specific details about the issue.
2902243,@AskPayPal why are you ignoring me when I can see you answering other people's tweets?,@803839 Hi Maddison. We're sorry for the delay in getting back to you. We recently responded to your previous message. Please check your DM's. ^MN,complaint_feedback,no,Customer is complaining about a delayed response from customer support.
671149,@XboxSupport ¡Hola! Su tienda en linea no me deja comprar los juegos con mis tarjetas,"@280110 Hi. We're an English speaking team here, are you able to continue in English? If not, you can start a chat https://t.co/A27lh3ZPxy to get support in your language. If you can continue in English, please DM us some details about your issue. ^AK",billing_payment,yes,Customer is unable to purchase games because their payment cards are not working in the online store.
469281,"thanks for the speedy reply, @Ask_Spectrum. can't believe I'm having nostalgia for the TWC days here.","@226741 We'd be happy to look into this for you. Can you please DM the name, phone #, and the full service address on the account? ^LG",billing_payment,yes,Customer is unable to purchase games because their payment cards are not working in the online store.
2868040,@SouthwestAir I did try that link. It also doesn't load.,@796495 Hmm. We're glad to take a closer look. Please DM us your confirmation number so we can lend a hand. ^AB https://t.co/mQmfkXW4oV,technical_service_issue,yes,Customer reports that the provided support link does not load and needs further assistance.
2529530,@AmazonHelp mein Paket mit Mario Odyssey ist immer noch nicht gekommen.,@720147 Was sagt denn die Sendungsverfolgung? Ist es denn bereits in Zustellung? Viele Grüße ^TR,delivery_shipping,yes,Customer reports that their Mario Odyssey package has not arrived and needs delivery tracking assistance.
1458501,@ATVIAssist So many people have this issue. Unbelievable.,"@458519 Hey Pure, are you on disc or digital? Are you still seeing this? What region are you located in? ^NM",technical_service_issue,yes,Customer reports that many people are experiencing the same technical issue.
2721684,@AmazonHelp Not at all I'm afraid. I pre-ordered on the 16th.,@763619 I am sorry to hear this Tom. Can you please reach out to us through the link below so we can look into this for you: https://t.co/JzP7hlA23B. ^GA,delivery_shipping,yes,Customer reports an issue with a pre-ordered item and needs support to check the order.
525796,"@idea_cares  I do not get the proper services  form this company. 

My problem  is that I have a offer of 3g pack but after recharge  I got 2g speed.","@241646 Sorry for the trouble caused. We request you to please elaborate your exact concern, and share your Idea number and alternate contact number so that we can solve the issue.

Regards,
Jyoti.",technical_service_issue,yes,Customer reports receiving 2G speed after recharging for a 3G pack.
2203300,@marksandspencer Applied for a job and got an interview however the hours will make it harder for me to travel. i have tried more suitable positions however it wont let me apply for additional jobs? can you help?,"@644246 Hi Alice, It's great to hear you have an interview. If you give our friends in recruitment a ring tomorrow    on 0845 300 3725, they'd be happy to help. If you prefer, you can call the stores to see if they have any vacancies.",account_access,yes,Customer cannot apply for additional job positions through the recruitment system.
2557884,"@XboxSupport  I'm gonna ask again. What is the service alert ""Xbox care"" about?",@726174 Hi there! We wouldn't be able to speculate on specifics here. Rest assured the appropriate teams are looking into it! ^JS,information_request,no,Customer is asking for information about the Xbox care service alert.
1353252,"@AskPlayStation Hello need help, been trawling support for hours! Any chance of an email address or DM?",@435602 Glad to answer. Please check your DM's for more instructions.,information_request,no,Customer is asking for an email address or direct message option to contact support.
1105375,"@Walmart @380844 ""Green pea crisp"" https://t.co/MvAeQFZGCM",@380845 Delicious &amp; healthy! -Ash,other,no,Customer is sharing a product mention without a specific support request.
1273355,@SW_Help Is this why services from New Malden are delayed / cancelled?,@421715 make? ^AW 3/3,information_request,no,Customer is asking whether a specific issue is causing train services to be delayed or cancelled.
856258,WTF @AlaskaAir! Flight 3305 is a compete clusterfuck! Everyone is assigned either the same seat or ones don't exist.,@323334 I'm sorry to hear this. Can you DM your confirmation code so I can look into this for you  -Maeghan https://t.co/t4ooDR29zz,complaint_feedback,yes,Customer reports incorrect and duplicate seat assignments on their flight.
2760331,"@AmazonHelp I don't have access to email , do provide some other way to contact .","@625793 Apart from email, you may reach out to us via chat and phone through the link provided here: https://t.co/vlvfJr4nN9 ^SY",account_access,no,Customer does not have access to email and is asking for alternative ways to contact support.
15474,@119415 @119111 @115714 This is the worst thing I have seen in my entire life.,@119414 Greetings. Is there anything that we may assist you with? -JT,complaint_feedback,no,Customer is expressing strong dissatisfaction but does not provide details about the issue.
2233658,Just got my reminder why I should NEVER fly any airline but @JetBlue terrible customer service and stupid bag policies. Never again @AmericanAir BOS&gt;PHL,@651578 We love seeing you on board and we're always happy to help when possible. What's going on?,complaint_feedback,yes,Customer is complaining about poor customer service and the airline's baggage policies.
960627,"parents come to visit for a weekend, spend Friday night trying to find their bags... 💼🙄 @SouthwestAir","@347958 We're so sorry to hear about your parent's bags, Sara. Rest assured, we're working to reunite them w/ the bags ASAP. ^CT",delivery_shipping,yes,Customer reports that their parents' bags are missing and need to be located.
1129377,@AmazonHelp @115851 @115850 Finally u accepted ur fault n still cant help ur customer. Great job Amazon #sayNoToAmazon https://t.co/31vYta7nrU,@383795 I'm sorry about this. Could you please confirm responding to the correspondence from Social Media team? ^VN,complaint_feedback,yes,Customer is complaining about poor customer service and an unresolved issue.
2537428,@115850 @3977 no cod on 4a i got today and at same address cod was available for my friend and @3977  @160663 pls give your phones to @118702 to ship not to these shit mnc #amazonisworst,"@272832 I'm sorry to see you upset, cash on delivery facility is limited to a certain threshold, your experience will be forwarded as feedback to the relevant team for improvements. ^MJ",billing_payment,yes,Customer is complaining that Cash on Delivery was unavailable for their order despite being available to another customer at the same address.
1597881,"@LondonMidland Alvechurch to Barnt Green. Barnt Green to Worcester. Why, when buying tickets does it say change at University please?",@490817 if you are going from Barnt Green to Worcester changing at University would be the quickest route,information_request,yes,Customer is asking for clarification about the suggested train route and connection.
1040052,"@227068 @Ask_Spectrum I seriously now wish it was Comcast that took over. At least they put good $$$ back into their infrastructure, unlike Charter.",@366059 Apologies for the delay in response. How can I assist you? Can you please follow/DM your account number as well a... https://t.co/f5EftkFceD,complaint_feedback,yes,Customer is complaining about the company's infrastructure and service quality.
1254912,@Ask_Spectrum Can we get an update any time soon,@587707 Hello. I apologize for the service issue and I would like to check on this for you. Please send the phone number ... https://t.co/n6XEqowXEn,technical_service_issue,yes,Customer is asking for an update on an ongoing service issue that needs further investigation.
2202987,"@British_Airways 1 hour 40 mins delay on BA2667 from Marrakesh to the Gatwick, no explanation or apology from staff have missed our transfer back to Cardiff, have spent £120 total to rectify and survive here. Some compensation would be appreciated",@644165 to assess your claim once they've received it. 3/3 ^David,complaint_feedback,yes,"Customer is complaining about a significant flight delay, missed transfer, and additional expenses, and is requesting compensation."
270544,@180521 I’d say Adobe Acrobat Pro XI. HATE that program!,@180520 @180521 Let us know if you need any help! ^RB,complaint_feedback,no,Customer is expressing dissatisfaction with the software but does not report a specific issue.
1260691,@Safaricom_Care hello guys  my line has no network at all  kindly check 703164478 and advice,@388924 Hi Mwale. We have reset your line. Please restart your device and test. ^WP,technical_service_issue,yes,Customer reports that their mobile line has no network and needs technical assistance.
150829,"@AmericanAir Well, I made it... Hope my bag does too! 🍀",@150413 You can track your bag now online via this link: https://t.co/vpkBeWiqTq,delivery_shipping,no,Customer is concerned about their checked baggage and is provided with a tracking option.
2663005,@AmazonHelp das macht doch keinen Sinn :( 2/2,@750488 Eventuell war der Artikel nicht auf Lager am 28.10. Zudem kommt es auf die Versandart an. Aber hier kann ich nur spekulieren. ^KM,delivery_shipping,no,Customer is confused about the order explanation and the possible item availability or shipping issue.
2159115,.@ATT couldn’t make it harder to order the iPhone X online. They canceled my order &amp; now call center is closed &amp; online chat couldn’t help.,@634201 Hey Christina! Please DM us your phone and account number so we can help. We want you to get the new Iphone X! ^TyroneP,refund_cancellation,yes,Customer's iPhone X order was cancelled and they were unable to get help through other support channels.
901766,"Help @Tesco!Have ordered a toy and stupidly didn't check delivery address. Just been told it's been despatched, can I change address?!","@334074 Hi Kirtsy, thanks for taking the time to get in touch. Sadly my Tesco Direct colleagues have finished for the evening. 1/2",delivery_shipping,yes,Customer wants to change the delivery address after the order has already been dispatched.
1109992,"@381947 Every time I eat chipotle it makes my stomach hurt, but it's so worth it",@381946 This is concerning to hear. Please let our team know:  https://t.co/0f6pFdYU9j. -Tara,,,
535193,"@Safaricom_Care @119309  I requested my mpesa statement yesterday thrice to be sent to my email using USSD *234#,I have not yet received the statement.Assist.I need it ASAP","@243975 Hi, please DM https://t.co/jF6LqBUAqM your full name, phone, ID number and email address we check on it.^WW",,,
286313,.@115850 when am I getting that Echo plus invitation. my smart Hue lights are waiting for voice activation.,"@169490 We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^KC",,,
492282,"31 minutes into my ""call [that] will be answered in less than 2 minutes"". Taking suggestions from twittersphere on any (publishable!) 2 minute activities to now fill my time. On a completely unrelated topic, big shout out to the chirpy #godaddy robot voice... #2minutes",@232330 Sorry to hear about the trouble. https://t.co/j96ehYb9Rt is loading for me at this time. Were you able to get this sorted out? ^G,,,
1956334,@Delta Thanks @delta you treated me better on a recent flight with NO Status then @AmericanAir has since the merger :-(,@578990 We wouldn't be able to transfer the miles or donate them. You would need to request information from your current program.  *HSL,,,
1445353,"@AmazonHelp ""Amazon Logistics let us know that the package is undeliverable and will be returned to https://t.co/0SpxLQwXcv.""  No problems w/ UPS",@455398 I apologize for the delivery issues you're having. Fill out this form so that we can contact you https://t.co/TxKUGJ99UD)  ^FJ,,,
1862813,@British_Airways/@182478! Undersold marketing at how terrible outsourced services are! LGW-BCN 09:45👉🏼14:40! Choose your partners wisely!,"@556644 I'm sorry to hear this, Stephanie. Has your flight been delayed? I'm sorry for any inconvenience this has caused. ^Kev",,,
789909,@Tesco You know that you say you would sort out something everytime I tweet but it doesn’t ever change.,"@140311 Hi Farah, what store do you normally visit? We can record your feedback but we cannot promise availability - Allyn",,,
2676880,Thanks a lot for this new iOS @115858 @AppleSupport I love not being able to send photos and losing service randomly. Worst update yet,"@753402 We're here to help. To get started, send us a DM with your current iOS version. https://t.co/GDrqU22YpT",,,
1470345,@AmazonHelp j'ai pas la même adresse sur mon RIB que celle que j'ai mis sur Amazon et j'ai payé 7euros99 pour être livrés mercredi,@461292 Je vous invite à nous envoyer les documents à l'adresse indiquée dans l'e-mail reçu. ^MA,,,
2635446,@nationalrailenq how can I convert my paper 16-25 railcard to your digital ones? Or am I going to have to wait a year?🤔,"@264795 Hi there, if you visit a ticket office, they will advise for you. Otherwise @122655 maybe able to advise.",,,
961601,"Thank you to @Tesco next to our pharmacy in Yeovil, who donated some fruit for our Healthy Living Campaign #DayLewisPharmacy #HealthyLiving https://t.co/vLwXZI0wUC","@348187 Hi there, thank you for your Tweet! I have passed your thanks onto the Duty Manager in-store :) - Skye",,,
315134,@115911 I traded in my wife’s iPhone6 for an iPhone7 and was supposed to get a trade in value of $300 guaranteed. Where is my $200 MC?,"@191234 Hey Vikas, let's take a look together to locate that discount for you! Send us a DM. *TerriL",,,
1372512,@AppleSupport This happened when I upgraded to 11.1 and I continue to see it happen.,@439425 Thanks for that info. Go ahead and DM us and we'll be glad to help further. https://t.co/GDrqU22YpT,,,
991337,"@ArgosHelpers hi, I’ve just received a txt about an order and I didn’t order anything","@354828 Hi Jonathan, could you please DM us with the order number so we can look into this for you. - Zeeshan",,,
491232,"@VirginTrains Disgrace! Stuck outside Harrow on a virgin train 2:30 from Birmingham to Euston, not moved for 45 mins and no updates!","@232029 The staff will be nearly on site looking into this, apologies for the issues, Katen ^MW",,,
815647,"4th NB Brownies went to @Tesco #NorthBerwick last week on a #sustainability ""Farm to Fork"" trail!  Thank you to the staff from the #brownies https://t.co/yasMyxQ7Bc","@314222 Hi, thanks for contacting us :) I have passed your compliments over to the store. - Ceri",,,
488883,@Tesco good afternoon! Just wondering can I use my prepaid MasterCard at Tesco? Thanks 😊,"@231423 Hi Donna, thanks for getting in touch. I'm happy to let you know that you'll be able to use your prepaid Master Card. Thanks, Jessica.",,,
2598411,Once again I am blessed with a row all to myself thanks @SouthwestAir,@735652 Careful! People might start rubbing your head for good luck! ^EC,,,
792730,@AmazonHelp Please provide me again these books on same address,@309030 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB,,,
2688608,@sainsburys @sainsburys can you help?  Taa,"@755947 Hi there, what can we help with? Robbie",,,
149130,@115850 still selling OnePlus 5 at the same price when 5t is out there. That's just meaningless. Who would be fool enough????,"@149979 I get your concern regarding the price of the mobile phone. However, the price you saw was the lowest we were able to offer at the time of your purchase. ^PJ",,,
1107728,"@116988 your 'Serve' card is useless and a waste of time, your 'Serve' customer service is even worse.  I expect more from your Co.",@381451 personally identifiable information. ^B,,,
671831,"@AskAmex
On 9/27 I was double charged by my hotel for spa services. However, a portion of the bill is ok. What do I do about the charge?",@280289 Hi I never heard back from you. Let me know if I can assist. Have a nice day. ^Clarissa,,,
1462350,@VirginTrains Bookings that have been edited / cancelled still show as live bookings so you can’t tell what’s been changed and what hasn’t. I’ve still two single tickets to change but it won’t let me access them in silo from the two outbound singles they were booked alongside.,"@283690 I see, thank you for explaining, the best option would be to speak with our Aftersales Team who will be able to help you, you can get them on 0344 556 5650 or https://t.co/PAMNyrwzCC ^PA",,,
52878,@AskTigogh I'm tired of going to the offices. See! I have my Voters ID &amp; other details here. Why visit your office again when it can be resolved here?,@127907 Sorry it can't be done online. We would have gladly assist further.,,,
2174847,@marksandspencer just ordered my Advent calendar and I can't wait for it to arrive! Christmas is well and truly on its way https://t.co/evvE82yc2I,"@637638 Make sure you don't give in and open it early, Jayne!",,,
2838207,@TMobileHelp my phone is now stuck on no service even though I am in a good area for service and a bunch of people around me have service. I am at my school and have had service here thousands of times and now I do not have any and nothing won't load. What is the deal?????,@789906 Don't you worry Adrian we can get that taken care of! Just DM me and we will get started! *MatthewM,,,
1622295,@115850 - #Frustrated and Utterly disappointed! Prime customer still awaiting order after 10 days! #DiwaliSurprise #AmazonFalsePromises,@497044 I'm sorry you're upset with the delivery. Could you confirm the delivery date please? ^HA,,,
693689,So glad I went with @115955 streaming. Not.  Love how the stream keeps freezing &amp; great picture quality. #sarcasm,"@285395 Hello, I am happy to look into this. Can you DM the name on the account and full address? -CS",,,
397718,@JetBlue Thanks. I was told last week that if I book a flight now they cannot guarantee I can leave until November. Is this correct?,@210075 We've resumed operations and our flights are regularly coming and going as scheduled.,,,
881401,@SouthwestAir Thank you! Disappointed though since I'm running the Baltimore Marathon tomorrow morning now with little sleep but things happen!,@329292 We'll do our best to make up time and get you there ASAP! ^VP,,,
1806745,@116136 thanks for being down my only night off. Glad I pay out the ass for this.,"@542810 Good Morning. I can definitely assist you with your concerns. Please send me a DM with your account #, service address and full name.-RK",,,
2036604,It’s incredible how I’ve gone to the exact same chase to get cash and they don’t have $20 @116016. get it together,"@602137 Your feedback is important to us. Please DM your name &amp; zip, and I'll make sure your concerns are shared. ^JW https://t.co/znUu1VJn9r",,,
146345,"@BofA_Help could I open a savings account on behalf of my Mother from my account ,considering  she is over 75 and outside the US",@149212 Personal accounts cannot be opened for non-U.S. individuals who don’t reside in the United States or its territories. ^gc,,,
320043,@AmazonHelp What you will respond there ‘your sincere apology and will get back to you soon’ if you could respond there why I had to cm on social media?,@192278 I understand your concern. Please revert to the email and we'll get back to you. ^HD,,,
1659478,Hey @XboxSupport I was just communication banned for no reason I need an explanation plz!!!,@506287 We don't have any info on Enforcement action here; you can submit a case review at https://t.co/JoGQTtjstP for more.  ^JL,,,
593985,@NikeSupport in the Nike+ running app I'm not able to change the coach 5k program start date. Can you please guide on how to do the change.,@260680 The Nike+ Coach start date will automatically be determined based on the date of race. Does that make sense?,,,
349247,@115850 Also if you post a true review tjat product is faulty they will decline your review.. really very fake site https://t.co/raW5iPDKBg,@199577 I'm sorry but the reviews can't be posted if they don't meet the guidelines mentioned here: https://t.co/NL0u2rPBfv. ^HA,,,
910492,@SW_Help certainly - it's SWR-170910-ADV,"@336260 Thank you for this info, customer services have advised that due to the backlog of cases they are currently working on, you should 1/2",,,
1440410,"@ChaseSupport hey, I am traveling to India my card is declining, plz help",@454268 We're sorry to hear this. Let us review your account. Can you please DM your name and zip code? ^MD https://t.co/znUu1VJn9r,,,
2393194,@sainsburys More care for my delivery today from Swansea please.  The last one had the Fairy Liquid on the bottom and everything in the box covered with green goo.,"@689093 Sorry Mary, can you DM your order number, account holder's name, postcode &amp; email address for security please? Steven",,,
172912,"@VirginAtlantic Hello, just curious why my flights from JFK to London are changing to Delta? There was no clear explanation.","@156449 Hey Ryan, we’re currently undertaking some essential fleet maintenance work which has meant we’ve had to make a few changes to our flying programme. Luckily our partner Delta has been able to provide us with an aircraft to operate these flights on our behalf ^E",,,
1821068,@HPSupport deskjet1510 not printing status shows document printing but nothing happening #hpcswus #hpprnt,"@546712 Hi, Ash! I'm here to help. Are you able to make a copy? Please click the link below and send us a direct message. ^Senan https://t.co/a2xkfCrUG1",,,
2098854,@hulu_support I am being double billed,"@619967 We'd love to look into this, Merriel. Please contact us by phone or chat here: https://t.co/6YdK7bvQN7 for further support.",,,
2501633,Thank you @116016 for expediting my new @SouthwestAir Card! Companion Pass here I come! ✈️,"@578026 Sounds like we'll have many more flights together in our future, Tasha! Can't wait to see you onboard. ^SF",,,
1454919,@Uber_Support help me order with uber eats. It will never let me checkout once I have the food in my cart!,@457684 Sorry to hear about this! Send us a DM with your email address and a screenshot of your issue so we can take a look.,,,
1186171,"@398915 @116035 True! I make pmts in person and took proof of payment to bank today. It's a big hassle to fix this, much of which falls on me to do.",@397972 If you need additional help please send the requested information so we may call you. ^il,,,
1504670,@GWRHelp Has the timetable been confirmed?,@256252 Hello. The timetable has been confirmed and Advance Fares are expected to go on sale by the end of the week. - Jordan,,,
